	GO	0	1	2
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_12	NagC_Up NagC_Up	-2.045/0.000	-0.000/-1.730	-0.000/-0.037
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_13	PdhR_Down PdhR_Down	-2.136/-0.000	-0.001/-1.692	0.000/-0.092
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_14	NarL_Down NarL_Down	-0.005/-1.190	-1.955/-0.001	0.000/-0.826
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_15	PhoB_Up PhoB_Up	0.000/-1.057	-1.552/0.000	0.000/-0.446
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_16	FruR_Down FruR_Down	-1.768/-0.002	-0.012/-1.088	0.000/-0.427
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_17	ModE_Up ModE_Up	0.000/-1.013	-1.486/0.000	0.000/-0.427
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_18	CpxR_Up CpxR_Up	-0.069/-0.451	-0.036/-0.766	-1.961/-0.001
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_19	MntR_Down MntR_Down	0.000/-0.044	-0.000/-0.864	-1.383/-0.000
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_20	FadR_Down FadR_Down	-0.344/-0.048	-0.002/-1.436	-1.645/-0.001
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_21	OmpR_Down OmpR_Down	-1.596/-0.000	-0.001/-1.294	0.000/-0.055
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_22	UxuR_Down UxuR_Down	0.000/-0.306	-0.026/-0.608	-1.511/-0.001
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_23	NtrC_Up NtrC_Up	0.000/-1.236	-1.068/-0.007	-0.156/-0.170
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_24	FlhDC_Up FlhDC_Up	-0.002/-1.569	-0.938/-0.021	-0.409/-0.086
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_25	NarP_Up NarP_Up	0.000/-0.835	-1.225/0.000	0.000/-0.352
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_26	ExuR_Down ExuR_Down	0.000/-0.349	-0.038/-0.522	-1.397/-0.001
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_27	ModE_Down ModE_Down	-1.433/-0.003	-0.014/-0.951	0.000/-0.259
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_28	CpxR_Down CpxR_Down	-0.096/-0.268	-0.025/-0.784	-1.594/-0.001
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_29	IscR_Down IscR_Down	0.000/-0.525	-0.107/-0.297	-1.070/-0.005
d6_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_30	DnaA_Down DnaA_Down	-0.861/-0.010	-0.004/-1.238	-0.590/-0.014
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_0	AropD ArcAB operon Downregulated	-7.850/-0.000	-0.000/-3.654	-0.035/-0.707
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_1	OxDeReD Oxygen Deprivation Response Downregulated	-7.632/-0.000	-0.000/-3.440	-0.030/-0.752
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_2	CoShReU Cold Shock Response Upregulated	-3.536/-0.000	-0.000/-2.903	-0.388/-0.101
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_3	oxReU oxyR Regulon Upregulated	0.000/-0.407	-0.001/-2.028	-3.228/-0.000
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_4	OxDeReU Oxygen Deprivation Response Upregulated	-0.012/-0.853	-2.441/-0.000	-0.001/-1.637
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_5	DrReU Drug Resistance Upregulated	-0.001/-1.593	-2.000/-0.001	-0.033/-0.792
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_6	RcSiPaU RcsCB Signaling Pathway Upregulated	0.000/-0.179	-0.002/-1.296	-1.909/-0.000
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_7	SoReU SoxRS Regulon Upregulated	-0.070/-0.339	-1.459/-0.002	0.000/-1.343
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_8	OsStReU Osmotic Stress Response Upregulated	-0.011/-0.891	-0.051/-0.687	-1.667/-0.003
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_9	FNopU FNR operon Upregulated	0.000/-0.499	-1.408/0.000	0.000/-0.811
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_10	GlBeSyU Glycine Betaine Synthesis Upregulated	0.000/-0.361	-0.012/-0.946	-1.661/-0.001
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_11	AcStReU Acid Stress Response Upregulated	0.000/-0.453	-1.278/0.000	0.000/-0.736
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_12	OxStReU Oxidative Stress Response Upregulated	-0.008/-1.008	-0.160/-0.339	-1.037/-0.017
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_0	ArcA_Down ArcA_Down	-10.473/0.000	-0.000/-6.694	-0.474/-0.116
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_1	FNR_Down FNR_Down	-7.678/-0.000	-0.003/-1.893	-0.002/-1.874
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_2	PspF_Up PspF_Up	0.000/-0.186	0.000/-4.177	-5.266/0.000
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_3	FruR_Down FruR_Down	-4.687/-0.000	-0.001/-1.984	-0.024/-0.650
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_4	Fis_Up Fis_Up	-4.351/-0.000	-0.021/-1.083	-0.009/-1.281
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_5	NarL_Up NarL_Up	-3.038/-0.000	-0.053/-0.636	0.000/-1.596
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_6	OxyR_Up OxyR_Up	0.000/-0.466	-0.000/-2.356	-3.602/-0.000
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_7	Lrp_Down Lrp_Down	-2.288/-0.000	-0.000/-3.444	-1.392/-0.006
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_8	OmpR_Down OmpR_Down	-1.596/-0.001	-0.000/-2.777	-1.045/-0.004
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_9	IHF_Up IHF_Up	-0.159/-0.327	-0.000/-2.693	-3.636/-0.000
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_10	ModE_Down ModE_Down	-2.796/-0.000	-0.020/-0.867	0.000/-0.888
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_11	PhoB_Up PhoB_Up	0.000/-0.561	-0.002/-1.769	-2.925/-0.000
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_12	PurR_Down PurR_Down	-2.531/-0.000	-0.063/-0.599	-0.005/-1.154
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_13	IHF_Down IHF_Down	-2.938/-0.000	-0.027/-0.964	-0.039/-0.747
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_14	PdhR_Down PdhR_Down	-2.555/-0.000	-0.003/-1.221	0.000/-0.315
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_15	IscR_Down IscR_Down	0.000/-0.372	-0.002/-1.692	-2.604/-0.000
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_16	GadE_Up GadE_Up	-2.829/-0.000	-0.005/-1.472	-0.110/-0.319
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_17	BetI_Down BetI_Down	0.000/-0.124	-0.001/-1.549	-2.062/-0.000
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_18	FlhDC_Up FlhDC_Up	0.000/-1.069	-1.730/-0.002	-0.019/-0.855
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_19	OmpR_Up OmpR_Up	-2.055/-0.000	-0.002/-1.458	-0.195/-0.120
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_20	RcsAB_Up RcsAB_Up	0.000/-0.248	-0.005/-1.231	-1.844/-0.001
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_21	CspA_Up CspA_Up	-0.878/-0.002	0.000/-1.385	-0.599/-0.008
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_22	ArcA_Up ArcA_Up	-0.560/-0.056	-0.793/-0.034	-0.001/-1.643
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_23	H-NS_Down H-NS_Down	0.000/-1.165	-0.292/-0.184	-0.654/-0.052
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_24	Fis_Down Fis_Down	-1.781/-0.001	-0.034/-0.774	-0.076/-0.420
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_25	NtrC_Up NtrC_Up	0.000/-0.750	-0.096/-0.444	-1.037/-0.014
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_26	NtrC_Down NtrC_Down	0.000/-0.186	-0.008/-0.989	-1.453/-0.002
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_27	EnvY_Up EnvY_Up	-1.110/-0.004	-0.072/-0.363	0.000/-0.442
hipA7_clust2_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_28	DgsA_Down DgsA_Down	-0.914/-0.008	-0.137/-0.240	-0.000/-0.569
metG_amp_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_0	OxDeReD Oxygen Deprivation Response Downregulated	-12.887/0.000	-0.000/-5.450	-0.000/-2.610
metG_amp_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_1	AropD ArcAB operon Downregulated	-12.213/0.000	-0.000/-5.157	-0.000/-2.504
metG_amp_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_2	CoShReU Cold Shock Response Upregulated	-4.100/-0.000	-0.001/-1.976	-0.017/-0.879
metG_amp_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_3	OxDeReU Oxygen Deprivation Response Upregulated	-0.000/-2.812	-2.743/-0.000	-0.084/-0.525
metG_amp_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_4	FNopU FNR operon Upregulated	0.000/-2.105	-2.247/-0.000	-0.062/-0.517
metG_amp_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_5	rpReU rpoH Regulon Upregulated	-0.424/-0.107	-0.000/-2.748	-2.485/-0.000
metG_amp_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_6	OsStReU Osmotic Stress Response Upregulated	-0.000/-2.317	-0.229/-0.262	-1.926/-0.002
metG_amp_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_7	GeStReU General Stress Response Upregulated	-0.000/-2.264	-0.262/-0.217	-1.682/-0.003
metG_amp_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_8	CyHeShReU Cytoplasmic Heat Shock Response Upregulated	-0.267/-0.197	-0.001/-2.098	-2.323/-0.001
metG_amp_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_9	RcSiPaU RcsCB Signaling Pathway Upregulated	0.000/-0.541	-0.008/-0.869	-1.920/-0.000
metG_amp_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_10	DrReU Drug Resistance Upregulated	-0.012/-1.193	-1.980/-0.002	-0.034/-0.839
metG_amp_FDR0.01_discrete_vs_5.txt_PO_sr_P.1_PAGE_11	CoSoEfU Compatible Solute Efflux Upregulated	0.000/-0.216	0.000/-0.684	-1.258/0.000
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_0	FNR_Down FNR_Down	-15.212/0.000	0.000/-11.320	-0.134/-0.429
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_1	ArcA_Down ArcA_Down	-14.765/0.000	-0.000/-10.527	-0.116/-0.483
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_2	PurR_Down PurR_Down	-11.860/0.000	-0.000/-5.568	0.000/-2.512
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_3	Fis_Up Fis_Up	-8.004/-0.000	-0.000/-2.965	-0.001/-2.137
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_4	CysB_Up CysB_Up	0.000/-1.286	-0.000/-3.648	-7.294/-0.000
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_5	Fur_Up Fur_Up	-5.081/-0.000	-0.000/-3.271	-0.035/-0.530
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_6	NarP_Up NarP_Up	0.000/-2.029	-4.439/0.000	0.000/-1.899
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_7	NsrR_Down NsrR_Down	0.000/-0.457	0.000/-2.178	-3.761/-0.000
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_8	FlhDC_Up FlhDC_Up	-0.011/-1.180	-3.761/-0.000	-0.000/-2.718
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_9	IscR_Up IscR_Up	0.000/-0.641	-0.000/-1.933	-3.743/-0.000
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_10	FNR_Up FNR_Up	-0.111/-0.521	-3.039/-0.000	-0.000/-3.489
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_11	NarP_Down NarP_Down	0.000/-1.936	-3.101/-0.000	-0.007/-1.058
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_12	GadW_Down GadW_Down	-0.000/-0.366	0.000/-1.741	-3.005/-0.000
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_13	NarL_Down NarL_Down	-0.000/-2.315	-3.467/-0.000	-0.012/-1.183
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_14	PdhR_Down PdhR_Down	-2.900/-0.000	0.000/-1.741	-0.000/-0.342
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_15	PspF_Up PspF_Up	0.000/-0.549	-0.001/-1.557	-3.051/-0.000
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_16	ModE_Up ModE_Up	0.000/-2.216	-1.565/-0.003	-0.190/-0.245
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_17	FhlA_Up FhlA_Up	0.000/-1.843	-2.123/-0.001	-0.047/-0.556
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_18	FruR_Down FruR_Down	-2.854/-0.000	-0.002/-1.815	-0.093/-0.409
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_19	DnaA_Up DnaA_Up	-2.172/-0.000	-0.000/-1.305	0.000/-0.256
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_20	FadR_Up FadR_Up	-2.172/-0.000	-0.000/-1.305	0.000/-0.256
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_21	MetR_Up MetR_Up	-2.172/-0.000	-0.000/-1.305	0.000/-0.256
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_22	PhoB_Up PhoB_Up	0.000/-2.123	-1.024/-0.016	-0.406/-0.105
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_23	IHF_Up IHF_Up	-0.002/-2.024	-0.252/-0.284	-1.937/-0.003
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_24	ExuR_Down ExuR_Down	0.000/-0.733	-0.014/-0.895	-2.217/-0.000
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_25	RbsR_Down RbsR_Down	-2.271/-0.000	-0.003/-1.192	-0.000/-0.428
metG_amp_FDR0.01_discrete_vs_5.txt_PO_tf_P.1_PAGE_26	GadE_Up GadE_Up	-2.258/-0.001	-0.001/-2.313	-0.406/-0.105
