	GO	0	1	2
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_33	GO:0006633 fatty acid biosynthetic process	-3.681/-0.000	-0.000/-2.838	0.000/-0.135
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_34	GO:0046677 response to antibiotic	-2.515/-0.000	-0.000/-3.863	-1.736/-0.001
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_35	GO:0008137 NADH dehydrogenase (ubiquinone) activity	0.000/-0.304	-0.001/-1.739	-3.433/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_36	GO:0009273 peptidoglycan-based cell wall biogenesis	-0.548/-0.018	-0.000/-3.008	-3.283/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_37	GO:0004814 arginine-tRNA ligase activity	-2.975/0.000	0.000/-2.608	-0.000/-0.015
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_38	GO:0006420 arginyl-tRNA aminoacylation	-2.975/0.000	0.000/-2.608	-0.000/-0.015
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_39	GO:0009374 biotin binding	-2.975/0.000	0.000/-2.608	-0.000/-0.015
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_40	GO:0008610 lipid biosynthetic process	-3.476/-0.000	-0.000/-3.288	-0.393/-0.042
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_41	GO:0003918 DNA topoisomerase (ATP-hydrolyzing) activity	-0.815/-0.004	-0.000/-2.949	-2.557/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_42	GO:0008658 penicillin binding	-0.815/-0.004	-0.000/-2.949	-2.557/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_43	GO:0005975 carbohydrate metabolic process	0.000/-1.793	-2.755/0.000	0.000/-0.929
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_44	GO:0006120 mitochondrial electron transport, NADH to ubiquinone	-0.000/-0.188	-0.001/-1.621	-2.922/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_45	GO:0008026 ATP-dependent helicase activity	-0.405/-0.038	-0.000/-2.280	-2.731/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_46	GO:0009252 peptidoglycan biosynthetic process	-0.550/-0.039	-0.000/-2.369	-2.715/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_47	GO:0051082 unfolded protein binding	-1.248/-0.003	-0.000/-2.669	-1.771/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_48	GO:0006402 mRNA catabolic process	-2.507/-0.000	-0.000/-2.146	0.000/-0.022
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_49	GO:0005694 chromosome	-1.185/-0.003	-0.000/-2.527	-1.703/-0.001
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_50	GO:0006268 DNA unwinding during replication	-1.699/-0.000	-0.000/-2.437	-0.944/-0.002
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_51	GO:0031405 lipoic acid binding	-1.023/-0.001	-0.000/-2.146	-1.298/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_52	GO:0003924 GTPase activity	-2.334/-0.000	-0.001/-1.828	0.000/-0.082
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_53	GO:0019538 protein metabolic process	0.000/-0.101	-0.002/-1.358	-2.244/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_54	GO:0016070 RNA metabolic process	-2.215/-0.000	-0.000/-1.859	-0.000/-0.030
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_55	GO:0000160 two-component signal transduction system (phosphorelay)	0.000/-1.154	-1.772/0.000	0.000/-0.598
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_56	GO:0003724 RNA helicase activity	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_57	GO:0004108 citrate (Si)-synthase activity	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_58	GO:0004148 dihydrolipoyl dehydrogenase activity	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_59	GO:0004149 dihydrolipoyllysine-residue succinyltransferase activity	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_60	GO:0004363 glutathione synthase activity	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_61	GO:0004450 isocitrate dehydrogenase (NADP+) activity	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_62	GO:0004591 oxoglutarate dehydrogenase (succinyl-transferring) activity	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_63	GO:0004652 polynucleotide adenylyltransferase activity	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_64	GO:0006276 plasmid maintenance	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_65	GO:0006378 mRNA polyadenylation	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_66	GO:0006510 ATP-dependent proteolysis	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_67	GO:0008759 UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_68	GO:0008766 UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_69	GO:0008846 endopeptidase La activity	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_70	GO:0008894 guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_71	GO:0008963 phospho-N-acetylmuramoyl-pentapeptide-transferase activity	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_72	GO:0009294 DNA mediated transformation	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_73	GO:0016624 oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_74	GO:0030552 cAMP binding	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_75	GO:0044267 cellular protein metabolic process	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_76	GO:0045252 oxoglutarate dehydrogenase complex	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_77	GO:0047480 UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity	-0.000/-0.014	0.000/-1.303	-1.768/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_78	GO:0004540 ribonuclease activity	-1.584/-0.001	-0.000/-2.249	-0.890/-0.003
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_79	GO:0006396 RNA processing	-1.379/-0.003	-0.000/-2.247	-1.206/-0.003
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_80	GO:0005618 cell wall	-0.349/-0.091	-0.003/-1.604	-2.135/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_81	GO:0000917 barrier septum formation	-1.484/-0.001	-0.000/-2.089	-0.842/-0.004
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_82	GO:0006457 protein folding	-0.603/-0.043	-0.002/-1.828	-1.919/-0.001
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_83	GO:0004386 helicase activity	-0.590/-0.033	-0.001/-1.827	-1.859/-0.001
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_84	GO:0006401 RNA catabolic process	-0.905/-0.003	-0.000/-1.859	-1.177/-0.001
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_85	GO:0000746 conjugation	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_86	GO:0004075 biotin carboxylase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_87	GO:0004160 dihydroxy-acid dehydratase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_88	GO:0004413 homoserine kinase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_89	GO:0004427 inorganic diphosphatase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_90	GO:0004654 polyribonucleotide nucleotidyltransferase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_91	GO:0004739 pyruvate dehydrogenase (acetyl-transferring) activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_92	GO:0004742 dihydrolipoyllysine-residue acetyltransferase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_93	GO:0004813 alanine-tRNA ligase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_94	GO:0004819 glutamine-tRNA ligase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_95	GO:0004821 histidine-tRNA ligase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_96	GO:0004822 isoleucine-tRNA ligase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_97	GO:0004823 leucine-tRNA ligase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_98	GO:0004829 threonine-tRNA ligase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_99	GO:0004832 valine-tRNA ligase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_100	GO:0005945 6-phosphofructokinase complex	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_101	GO:0006419 alanyl-tRNA aminoacylation	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_102	GO:0006427 histidyl-tRNA aminoacylation	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_103	GO:0006428 isoleucyl-tRNA aminoacylation	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_104	GO:0006433 prolyl-tRNA aminoacylation	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_105	GO:0006435 threonyl-tRNA aminoacylation	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_106	GO:0006438 valyl-tRNA aminoacylation	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_107	GO:0006566 threonine metabolic process	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_108	GO:0006796 phosphate metabolic process	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_109	GO:0008443 phosphofructokinase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_110	GO:0008728 GTP diphosphokinase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_111	GO:0008825 cyclopropane-fatty-acyl-phospholipid synthase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_112	GO:0009020 tRNA (guanosine-2'-O-)-methyltransferase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_113	GO:0009156 ribonucleoside monophosphate biosynthetic process	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_114	GO:0010033 response to organic substance	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_115	GO:0016044 membrane organization and biogenesis	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_116	GO:0042953 lipoprotein transport	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_117	GO:0042954 lipoprotein transporter activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_118	GO:0043234 protein complex	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_119	GO:0044249 cellular biosynthetic process	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_120	GO:0045254 pyruvate dehydrogenase complex	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_121	GO:0046917 triphosphoribosyl-dephospho-CoA synthase activity	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_122	GO:0051205 protein insertion into membrane	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_123	GO:0051258 protein polymerization	-1.485/-0.000	0.000/-1.303	-0.000/-0.007
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_124	GO:0009055 electron carrier activity	0.000/-1.110	-0.327/-0.131	-0.857/-0.018
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_125	GO:0016651 oxidoreductase activity, acting on NADH or NADPH	0.000/-0.174	-0.008/-0.931	-1.771/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_126	GO:0006096 glycolysis	-1.249/-0.005	-0.001/-2.021	-1.116/-0.005
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_127	GO:0015450 protein translocase activity	-1.836/-0.000	-0.001/-1.490	0.000/-0.045
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_128	GO:0004252 serine-type endopeptidase activity	0.000/-0.203	-0.013/-0.819	-1.641/-0.001
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_129	GO:0005525 GTP binding	-1.671/-0.002	-0.010/-1.103	0.000/-0.248
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_130	GO:0016779 nucleotidyltransferase activity	-1.872/-0.001	-0.002/-1.691	-0.273/-0.082
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_131	GO:0008173 RNA methyltransferase activity	-1.699/-0.000	-0.002/-1.358	-0.000/-0.052
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_132	GO:0015934 large ribosomal subunit	-1.699/-0.000	-0.002/-1.358	-0.000/-0.052
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_133	GO:0010181 FMN binding	0.000/-0.232	-0.019/-0.727	-1.530/-0.001
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_134	GO:0000902 cell morphogenesis	0.000/-0.029	-0.001/-1.013	-1.470/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_135	GO:0003994 aconitate hydratase activity	0.000/-0.029	-0.001/-1.013	-1.470/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_136	GO:0004016 adenylate cyclase activity	0.000/-0.029	-0.001/-1.013	-1.470/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_137	GO:0004783 sulfite reductase (NADPH) activity	0.000/-0.029	-0.001/-1.013	-1.470/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_138	GO:0006171 cAMP biosynthetic process	0.000/-0.029	-0.001/-1.013	-1.470/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_139	GO:0006397 mRNA processing	0.000/-0.029	-0.001/-1.013	-1.470/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_140	GO:0006534 cysteine metabolic process	0.000/-0.029	-0.001/-1.013	-1.470/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_141	GO:0008462 endopeptidase Clp activity	0.000/-0.029	-0.001/-1.013	-1.470/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_142	GO:0008955 peptidoglycan glycosyltransferase activity	0.000/-0.029	-0.001/-1.013	-1.470/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_143	GO:0009408 response to heat	0.000/-0.029	-0.001/-1.013	-1.470/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_144	GO:0031071 cysteine desulfurase activity	0.000/-0.029	-0.001/-1.013	-1.470/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_145	GO:0042026 protein refolding	0.000/-0.029	-0.001/-1.013	-1.470/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_146	GO:0051087 chaperone binding	0.000/-0.029	-0.001/-1.013	-1.470/-0.000
ipageInput_fig4_signif_SBC100_vs_SBC96.txt_PO_go_P.05_PAGE_147	GO:0009597 detection of virus	-1.248/-0.003	-0.001/-1.719	-0.728/-0.007
