	GO	0	1	2
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_34	GO:0042995 cell projection	-0.000/-3.731	-2.543/-0.000	-0.201/-0.283
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_35	GO:0008137 NADH dehydrogenase (ubiquinone) activity	-2.974/-0.000	-0.024/-0.920	0.000/-1.736
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_36	GO:0006725 aromatic compound metabolic process	0.000/-1.482	-3.078/0.000	0.000/-1.239
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_37	GO:0003743 translation initiation factor activity	-0.000/-0.394	-0.000/-1.702	-3.054/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_38	GO:0006413 translational initiation	-0.000/-0.394	-0.000/-1.702	-3.054/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_39	GO:0006400 tRNA modification	-0.000/-0.592	-0.001/-1.512	-3.108/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_40	GO:0015450 protein translocase activity	-0.000/-0.592	-0.001/-1.512	-3.108/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_41	GO:0016829 lyase activity	-1.836/-0.004	-0.393/-0.177	-0.000/-2.959
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_42	GO:0009088 threonine biosynthetic process	-2.773/-0.000	-0.000/-1.702	-0.000/-0.330
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_43	GO:0004872 receptor activity	0.000/-0.888	-0.007/-1.128	-2.867/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_44	GO:0009288 flagellin-based flagellum	0.000/-1.284	-2.667/0.000	-0.000/-1.073
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_45	GO:0006811 ion transport	-0.162/-0.389	-0.002/-2.103	-3.317/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_46	GO:0006396 RNA processing	0.000/-2.374	-0.578/-0.067	-0.977/-0.019
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_47	GO:0006829 zinc ion transport	-2.770/-0.000	-0.001/-1.512	-0.000/-0.495
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_48	GO:0003774 motor activity	0.000/-1.185	-2.461/0.000	0.000/-0.990
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_49	GO:0016151 nickel ion binding	-0.049/-0.600	-2.176/-0.001	-0.000/-1.985
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_50	GO:0016209 antioxidant activity	-2.151/-0.000	0.000/-2.128	-0.213/-0.101
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_51	GO:0008270 zinc ion binding	-3.226/-0.000	-0.002/-2.205	-0.164/-0.396
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_52	GO:0045449 regulation of transcription	-0.018/-1.084	-2.956/-0.000	-0.001/-2.010
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_53	GO:0008080 N-acetyltransferase activity	-0.024/-0.771	-2.354/-0.000	0.000/-1.736
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_54	GO:0003916 DNA topoisomerase activity	0.000/-0.690	-0.006/-1.128	-2.630/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_55	GO:0006265 DNA topological change	0.000/-0.690	-0.006/-1.128	-2.630/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_56	GO:0046677 response to antibiotic	-0.038/-0.815	-0.012/-1.317	-3.072/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_57	GO:0003924 GTPase activity	-0.406/-0.080	-0.000/-2.449	-2.262/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_58	GO:0031564 transcription antitermination	0.000/-0.296	0.000/-1.276	-2.289/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_59	GO:0009289 fimbrium	0.000/-2.275	-1.076/-0.014	-0.438/-0.094
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_60	GO:0006120 mitochondrial electron transport, NADH to ubiquinone	-2.124/-0.001	-0.031/-0.754	-0.000/-1.073
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_61	GO:0003918 DNA topoisomerase (ATP-hydrolyzing) activity	0.000/-0.493	-0.003/-1.158	-2.419/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_62	GO:0006414 translational elongation	0.000/-0.493	-0.003/-1.158	-2.419/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_63	GO:0008658 penicillin binding	0.000/-0.493	-0.003/-1.158	-2.419/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_64	GO:0016874 ligase activity	-1.687/-0.005	-0.000/-2.880	-1.163/-0.018
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_65	GO:0008982 protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	-0.636/-0.053	-0.661/-0.052	0.000/-2.068
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_66	GO:0004784 superoxide dismutase activity	-2.079/0.000	0.000/-1.276	-0.000/-0.247
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_67	GO:0005978 glycogen biosynthetic process	-2.079/0.000	0.000/-1.276	-0.000/-0.247
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_68	GO:0006801 superoxide metabolic process	-2.079/0.000	0.000/-1.276	-0.000/-0.247
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_69	GO:0009097 isoleucine biosynthetic process	-2.079/0.000	0.000/-1.276	-0.000/-0.247
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_70	GO:0009380 excinuclease ABC complex	-2.079/0.000	0.000/-1.276	-0.000/-0.247
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_71	GO:0009381 excinuclease ABC activity	-2.079/0.000	0.000/-1.276	-0.000/-0.247
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_72	GO:0015116 sulfate transporter activity	-2.079/0.000	0.000/-1.276	-0.000/-0.247
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_73	GO:0016036 cellular response to phosphate starvation	-2.079/0.000	0.000/-1.276	-0.000/-0.247
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_74	GO:0016597 amino acid binding	-1.906/-0.001	-0.050/-0.614	0.000/-1.156
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_75	GO:0019344 cysteine biosynthetic process	-2.168/-0.000	-0.017/-0.892	-0.000/-0.825
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_76	GO:0005525 GTP binding	-0.163/-0.316	-0.003/-1.823	-2.679/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_77	GO:0019538 protein metabolic process	-2.305/-0.000	-0.000/-1.877	-0.134/-0.185
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_78	GO:0006886 intracellular protein transport	-0.224/-0.089	-0.000/-1.702	-1.747/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_79	GO:0006605 protein targeting	-0.111/-0.309	-0.002/-1.686	-2.536/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_80	GO:0016651 oxidoreductase activity, acting on NADH or NADPH	-2.378/-0.000	-0.001/-2.023	-0.194/-0.183
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_81	GO:0006857 oligopeptide transport	-1.037/-0.015	-0.297/-0.171	-0.000/-1.653
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_82	GO:0000103 sulfate assimilation	-2.151/-0.000	-0.003/-1.158	-0.000/-0.412
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_83	GO:0000104 succinate dehydrogenase activity	-2.151/-0.000	-0.003/-1.158	-0.000/-0.412
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_84	GO:0009098 leucine biosynthetic process	-2.151/-0.000	-0.003/-1.158	-0.000/-0.412
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_85	GO:0000155 two-component sensor activity	-0.000/-2.117	-1.623/-0.004	-0.193/-0.261
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_86	GO:0017004 cytochrome complex assembly	0.000/-0.888	-1.845/0.000	-0.000/-0.742
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_87	GO:0003746 translation elongation factor activity	-0.000/-0.592	-0.014/-0.832	-2.006/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_88	GO:0006304 DNA modification	-0.077/-0.306	-0.002/-1.441	-2.271/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_89	GO:0006221 pyrimidine nucleotide biosynthetic process	0.000/-1.086	-0.094/-0.397	-1.551/-0.002
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_90	GO:0008565 protein transporter activity	-0.000/-2.117	-1.240/-0.010	-0.345/-0.143
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_91	GO:0006457 protein folding	-2.333/-0.001	-0.002/-1.930	-0.255/-0.229
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_92	GO:0016226 iron-sulfur cluster assembly	-0.365/-0.072	-0.000/-1.877	-1.701/-0.001
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_93	GO:0008483 transaminase activity	-2.383/-0.000	-0.005/-1.512	-0.091/-0.416
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_94	GO:0006260 DNA replication	-0.001/-2.030	-0.530/-0.096	-1.065/-0.019
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_95	GO:0006006 glucose metabolic process	-1.497/-0.003	-0.084/-0.450	-0.000/-1.073
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_96	GO:0008408 3'-5' exonuclease activity	-0.128/-0.188	-0.001/-1.512	-2.006/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_97	GO:0042128 nitrate assimilation	-0.767/-0.032	-0.411/-0.108	0.000/-1.570
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_98	GO:0009296 flagellum biogenesis	0.000/-0.789	-1.639/0.000	-0.000/-0.660
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_99	GO:0015198 oligopeptide transporter activity	-0.953/-0.018	-0.275/-0.177	0.000/-1.404
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_100	GO:0006633 fatty acid biosynthetic process	-0.131/-0.312	-0.005/-1.442	-2.184/-0.001
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_101	GO:0006268 DNA unwinding during replication	0.000/-0.690	-0.034/-0.612	-1.701/-0.001
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_102	GO:0000160 two-component signal transduction system (phosphorelay)	-0.033/-0.898	-2.175/-0.001	-0.007/-1.456
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_103	GO:0051287 NAD binding	-2.238/-0.001	-0.006/-1.496	-0.126/-0.375
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_104	GO:0009103 lipopolysaccharide biosynthetic process	-0.001/-2.133	-1.072/-0.023	-0.527/-0.097
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_105	GO:0003690 double-stranded DNA binding	0.000/-0.197	-0.000/-0.850	-1.526/0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_106	GO:0003715 transcription termination factor activity	0.000/-0.197	-0.000/-0.850	-1.526/0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_107	GO:0003883 CTP synthase activity	0.000/-0.197	-0.000/-0.850	-1.526/0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_108	GO:0003917 DNA topoisomerase type I activity	0.000/-0.197	-0.000/-0.850	-1.526/0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_109	GO:0004605 phosphatidate cytidylyltransferase activity	0.000/-0.197	-0.000/-0.850	-1.526/0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_110	GO:0004808 tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity	0.000/-0.197	-0.000/-0.850	-1.526/0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_111	GO:0005786 signal recognition particle, endoplasmic reticulum targeting	0.000/-0.197	-0.000/-0.850	-1.526/0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_112	GO:0006177 GMP biosynthetic process	0.000/-0.197	-0.000/-0.850	-1.526/0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_113	GO:0006614 SRP-dependent cotranslational protein targeting to membrane	0.000/-0.197	-0.000/-0.850	-1.526/0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_114	GO:0008170 N-methyltransferase activity	0.000/-0.197	-0.000/-0.850	-1.526/0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_115	GO:0015137 citrate transporter activity	0.000/-0.197	-0.000/-0.850	-1.526/0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_116	GO:0015746 citrate transport	0.000/-0.197	-0.000/-0.850	-1.526/0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_117	GO:0016978 lipoate-protein ligase B activity	0.000/-0.197	-0.000/-0.850	-1.526/0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_118	GO:0019201 nucleotide kinase activity	0.000/-0.197	-0.000/-0.850	-1.526/0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_119	GO:0019277 UDP-N-acetylgalactosamine biosynthetic process	0.000/-0.197	-0.000/-0.850	-1.526/0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_120	GO:0009089 lysine biosynthetic process via diaminopimelate	-1.750/-0.001	-0.014/-0.832	-0.000/-0.495
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_121	GO:0003796 lysozyme activity	-0.000/-0.394	-0.009/-0.817	-1.747/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_122	GO:0009274 peptidoglycan-based cell wall	-0.000/-0.394	-0.009/-0.817	-1.747/-0.000
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_123	GO:0009597 detection of virus	-0.134/-0.262	-0.004/-1.407	-2.029/-0.001
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_124	GO:0046718 entry of virus into host cell	-0.134/-0.262	-0.004/-1.407	-2.029/-0.001
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_125	GO:0008272 sulfate transport	-1.684/-0.001	-0.001/-1.767	-0.321/-0.093
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_126	GO:0004673 protein histidine kinase activity	-0.001/-1.858	-0.934/-0.024	-0.454/-0.095
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_127	GO:0018106 peptidyl-histidine phosphorylation	-0.001/-1.858	-0.934/-0.024	-0.454/-0.095
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_128	GO:0006097 glyoxylate cycle	-1.750/-0.001	-0.001/-1.512	-0.168/-0.141
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_129	GO:0019439 aromatic compound catabolic process	-0.029/-0.575	-1.544/-0.002	0.000/-0.990
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_130	GO:0004812 aminoacyl-tRNA ligase activity	-1.600/-0.004	-0.002/-1.959	-0.544/-0.069
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_131	GO:0015716 phosphonate transport	0.000/-0.690	-1.434/0.000	-0.000/-0.577
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_132	GO:0016702 oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	0.000/-0.690	-1.434/0.000	-0.000/-0.577
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_133	GO:0009306 protein secretion	-0.001/-1.687	-1.432/-0.005	-0.167/-0.280
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_134	GO:0004315 3-oxoacyl-[acyl-carrier-protein] synthase activity	-0.306/-0.049	0.000/-1.276	-1.102/-0.002
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_135	GO:0008271 sulfate porter activity	-0.306/-0.049	0.000/-1.276	-1.102/-0.002
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_136	GO:0003861 3-isopropylmalate dehydratase activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_137	GO:0003872 6-phosphofructokinase activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_138	GO:0003983 UTP:glucose-1-phosphate uridylyltransferase activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_139	GO:0003985 acetyl-CoA C-acetyltransferase activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_140	GO:0004124 cysteine synthase activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_141	GO:0004355 glutamate synthase (NADPH) activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_142	GO:0004365 glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_143	GO:0004371 glycerone kinase activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_144	GO:0004474 malate synthase activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_145	GO:0004555 alpha,alpha-trehalase activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_146	GO:0004645 phosphorylase activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_147	GO:0004743 pyruvate kinase activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_148	GO:0004775 succinate-CoA ligase (ADP-forming) activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_149	GO:0004781 sulfate adenylyltransferase (ATP) activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_150	GO:0004783 sulfite reductase (NADPH) activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_151	GO:0004801 transaldolase activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_152	GO:0004820 glycine-tRNA ligase activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_153	GO:0004834 tryptophan synthase activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_154	GO:0005977 glycogen metabolic process	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_155	GO:0005992 trehalose biosynthetic process	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_156	GO:0006426 glycyl-tRNA aminoacylation	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_157	GO:0006527 arginine catabolic process	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_158	GO:0006544 glycine metabolic process	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_159	GO:0008720 D-lactate dehydrogenase activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_160	GO:0008750 NAD(P)+ transhydrogenase (AB-specific) activity	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_161	GO:0009099 valine biosynthetic process	-1.386/0.000	-0.000/-0.850	0.000/-0.165
tet_FDR0.01_discrete_vs_1.txt_PO_go_P.1_PAGE_162	GO:0009264 deoxyribonucleotide catabolic process	-1.386/0.000	-0.000/-0.850	0.000/-0.165
