	GO	0	1	2
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_48	GO:0009306 protein secretion	-0.077/-0.470	-2.433/-0.000	0.000/-2.633
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_49	GO:0008033 tRNA processing	-0.038/-0.691	-0.002/-1.985	-3.625/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_50	GO:0004540 ribonuclease activity	-0.143/-0.176	-0.000/-2.630	-3.145/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_51	GO:0005351 sugar porter activity	-0.006/-1.502	-3.622/-0.000	-0.001/-2.136
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_52	GO:0016469 proton-transporting two-sector ATPase complex	-0.305/-0.103	-0.000/-2.918	-2.968/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_53	GO:0015197 peptide transporter activity	-0.000/-0.552	-0.001/-1.739	-3.145/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_54	GO:0015833 peptide transport	-0.000/-0.552	-0.001/-1.739	-3.145/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_55	GO:0008270 zinc ion binding	-3.414/-0.000	-0.000/-2.721	-0.377/-0.178
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_56	GO:0016779 nucleotidyltransferase activity	-0.192/-0.278	-0.000/-2.632	-3.460/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_57	GO:0000160 two-component signal transduction system (phosphorelay)	-0.009/-1.329	-3.460/-0.000	-0.001/-2.166
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_58	GO:0008408 3'-5' exonuclease activity	0.000/-0.414	-0.001/-1.778	-2.996/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_59	GO:0048037 cofactor binding	-2.594/-0.000	-0.000/-2.630	-0.353/-0.078
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_60	GO:0003887 DNA-directed DNA polymerase activity	0.000/-1.036	-0.012/-1.087	-2.651/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_61	GO:0005694 chromosome	-0.059/-0.386	-0.001/-2.103	-3.200/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_62	GO:0015992 proton transport	-1.139/-0.009	-0.000/-3.173	-1.794/-0.002
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_63	GO:0006535 cysteine biosynthetic process from serine	-2.503/0.000	-0.000/-1.450	-0.000/-0.262
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_64	GO:0015116 sulfate transporter activity	-2.503/0.000	-0.000/-1.450	-0.000/-0.262
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_65	GO:0019285 glycine betaine biosynthetic process from choline	-2.503/0.000	-0.000/-1.450	-0.000/-0.262
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_66	GO:0006508 proteolysis	-2.996/-0.000	-0.001/-2.435	-0.347/-0.174
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_67	GO:0009289 fimbrium	0.000/-1.730	-2.410/-0.000	-0.019/-0.855
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_68	GO:0009288 flagellin-based flagellum	0.000/-0.967	-2.431/0.000	0.000/-1.225
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_69	GO:0000103 sulfate assimilation	-2.693/-0.000	-0.002/-1.367	0.000/-0.437
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_70	GO:0009102 biotin biosynthetic process	-2.594/-0.000	-0.008/-1.080	0.000/-0.699
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_71	GO:0015078 hydrogen ion transporter activity	-0.264/-0.127	-0.000/-2.466	-2.661/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_72	GO:0015986 ATP synthesis coupled proton transport	-0.353/-0.082	-0.000/-2.515	-2.414/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_73	GO:0003774 motor activity	0.000/-0.898	-2.257/-0.000	-0.000/-1.138
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_74	GO:0006144 purine base metabolic process	0.000/-0.898	-2.257/-0.000	-0.000/-1.138
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_75	GO:0008134 transcription factor binding	0.000/-0.898	-2.257/-0.000	-0.000/-1.138
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_76	GO:0007165 signal transduction	-0.000/-2.054	-2.387/-0.001	-0.039/-0.750
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_77	GO:0008233 peptidase activity	-2.841/-0.000	-0.001/-2.182	-0.295/-0.208
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_78	GO:0003916 DNA topoisomerase activity	0.000/-0.483	-0.003/-1.371	-2.523/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_79	GO:0006265 DNA topological change	0.000/-0.483	-0.003/-1.371	-2.523/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_80	GO:0009396 folic acid and derivative biosynthetic process	0.000/-0.483	-0.003/-1.371	-2.523/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_81	GO:0016114 terpenoid biosynthetic process	0.000/-0.483	-0.003/-1.371	-2.523/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_82	GO:0004826 phenylalanine-tRNA ligase activity	0.000/-0.207	-0.000/-1.450	-2.220/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_83	GO:0042802 identical protein binding	0.000/-0.207	-0.000/-1.450	-2.220/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_84	GO:0030170 pyridoxal phosphate binding	-2.463/-0.001	-0.001/-2.547	-0.570/-0.081
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_85	GO:0000917 barrier septum formation	-2.298/-0.000	-0.018/-0.861	0.000/-0.787
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_86	GO:0030151 molybdenum ion binding	0.000/-1.591	-2.129/-0.001	-0.027/-0.740
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_87	GO:0006935 chemotaxis	0.000/-1.313	-2.285/-0.000	-0.010/-0.943
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_88	GO:0008652 amino acid biosynthetic process	-2.351/-0.001	-0.001/-2.596	-0.689/-0.067
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_89	GO:0006396 RNA processing	-0.052/-0.532	-0.004/-1.602	-2.776/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_90	GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	-2.462/-0.000	-0.001/-2.191	-0.332/-0.128
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_91	GO:0042995 cell projection	-0.007/-1.293	-2.698/-0.000	-0.005/-1.446
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_92	GO:0051539 4 iron, 4 sulfur cluster binding	-0.001/-2.353	-0.456/-0.137	-1.208/-0.016
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_93	GO:0019544 arginine catabolic process to glutamate	-0.000/-0.345	-0.002/-1.367	-2.331/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_94	GO:0009089 lysine biosynthetic process via diaminopimelate	-2.270/-0.000	-0.007/-1.019	0.000/-0.524
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_95	GO:0004812 aminoacyl-tRNA ligase activity	-1.553/-0.004	-0.000/-2.611	-1.071/-0.015
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_96	GO:0046983 protein dimerization activity	-2.509/-0.000	-0.012/-1.087	-0.022/-0.674
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_97	GO:0042254 ribosome biogenesis and assembly	-0.978/-0.005	-0.000/-1.933	-0.813/-0.009
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_98	GO:0007155 cell adhesion	-0.004/-1.284	-2.433/-0.000	-0.008/-1.159
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_99	GO:0009055 electron carrier activity	-0.000/-2.452	-1.322/-0.012	-0.334/-0.185
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_100	GO:0006304 DNA modification	-0.000/-0.552	-0.008/-1.080	-2.167/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_101	GO:0009085 lysine biosynthetic process	-1.843/-0.001	-0.053/-0.556	0.000/-0.962
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_102	GO:0009279 cell outer membrane	-1.843/-0.001	-0.053/-0.556	0.000/-0.962
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_103	GO:0009086 methionine biosynthetic process	0.000/-0.759	-1.909/0.000	0.000/-0.962
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_104	GO:0015716 phosphonate transport	0.000/-0.759	-1.909/0.000	0.000/-0.962
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_105	GO:0043565 sequence-specific DNA binding	-0.089/-0.526	-2.171/-0.001	-0.001/-2.098
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_106	GO:0046933 hydrogen ion transporting ATP synthase activity, rotational mechanism	-0.410/-0.062	-0.000/-2.122	-1.885/-0.001
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_107	GO:0046961 hydrogen ion transporting ATPase activity, rotational mechanism	-0.410/-0.062	-0.000/-2.122	-1.885/-0.001
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_108	GO:0019877 diaminopimelate biosynthetic process	-1.955/-0.000	-0.019/-0.779	-0.000/-0.612
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_109	GO:0006725 aromatic compound metabolic process	0.000/-1.105	-1.830/-0.001	-0.018/-0.740
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_110	GO:0016089 aromatic amino acid family biosynthetic process, shikimate pathway	0.000/-0.621	-0.018/-0.861	-1.885/-0.001
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_111	GO:0006400 tRNA modification	-0.212/-0.106	-0.001/-1.778	-1.921/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_112	GO:0008295 spermidine biosynthetic process	-0.212/-0.106	-0.001/-1.778	-1.921/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_113	GO:0006561 proline biosynthetic process	-1.951/-0.000	-0.005/-0.970	-0.000/-0.350
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_114	GO:0015940 pantothenate biosynthetic process	-1.951/-0.000	-0.005/-0.970	-0.000/-0.350
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_115	GO:0000074 regulation of progression through cell cycle	-1.668/0.000	0.000/-0.966	0.000/-0.175
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_116	GO:0003872 6-phosphofructokinase activity	-1.668/0.000	0.000/-0.966	0.000/-0.175
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_117	GO:0004124 cysteine synthase activity	-1.668/0.000	0.000/-0.966	0.000/-0.175
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_118	GO:0004175 endopeptidase activity	-1.668/0.000	0.000/-0.966	0.000/-0.175
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_119	GO:0004365 glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity	-1.668/0.000	0.000/-0.966	0.000/-0.175
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_120	GO:0004775 succinate-CoA ligase (ADP-forming) activity	-1.668/0.000	0.000/-0.966	0.000/-0.175
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_121	GO:0004781 sulfate adenylyltransferase (ATP) activity	-1.668/0.000	0.000/-0.966	0.000/-0.175
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_122	GO:0005992 trehalose biosynthetic process	-1.668/0.000	0.000/-0.966	0.000/-0.175
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_123	GO:0008750 NAD(P)+ transhydrogenase (AB-specific) activity	-1.668/0.000	0.000/-0.966	0.000/-0.175
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_124	GO:0015563 uptake permease activity	-1.668/0.000	0.000/-0.966	0.000/-0.175
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_125	GO:0016151 nickel ion binding	-0.011/-0.893	-2.129/-0.001	-0.004/-1.226
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_126	GO:0006364 rRNA processing	-0.089/-0.376	-0.005/-1.472	-2.287/-0.001
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_127	GO:0019402 galactitol metabolic process	0.000/-0.414	-0.007/-1.019	-1.921/-0.000
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_128	GO:0004252 serine-type endopeptidase activity	-1.991/-0.001	-0.002/-1.804	-0.316/-0.120
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_129	GO:0009245 lipid A biosynthetic process	-1.190/-0.006	-0.001/-2.099	-0.908/-0.015
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_130	GO:0008237 metallopeptidase activity	-2.213/-0.001	-0.005/-1.567	-0.201/-0.250
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_131	GO:0004315 3-oxoacyl-[acyl-carrier-protein] synthase activity	-1.235/-0.001	-0.000/-1.450	-0.344/-0.040
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_132	GO:0008156 negative regulation of DNA replication	-1.235/-0.001	-0.000/-1.450	-0.344/-0.040
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_133	GO:0031405 lipoic acid binding	-1.235/-0.001	-0.000/-1.450	-0.344/-0.040
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_134	GO:0015627 type II protein secretion system complex	0.000/-0.621	-1.561/0.000	0.000/-0.787
ipageInput_fig1_clust3_vs_2_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_135	GO:0015628 protein secretion by the type II secretion system	0.000/-0.621	-1.561/0.000	0.000/-0.787
