	GO	0	1	2
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_34	GO:0009239 enterobactin biosynthetic process	-1.964/-0.000	-0.036/-0.519	0.000/-0.438
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_35	GO:0015891 siderophore transport	-1.964/-0.000	-0.036/-0.519	0.000/-0.438
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_36	GO:0008270 zinc ion binding	-0.151/-0.291	-0.001/-2.200	-2.555/-0.001
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_37	GO:0006826 iron ion transport	-1.850/-0.001	-0.245/-0.216	-0.010/-1.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_38	GO:0003746 translation elongation factor activity	0.000/-0.074	-0.000/-1.916	-2.185/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_39	GO:0005315 inorganic phosphate transporter activity	0.000/-0.074	-0.000/-1.916	-2.185/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_40	GO:0009089 lysine biosynthetic process via diaminopimelate	0.000/-0.074	-0.000/-1.916	-2.185/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_41	GO:0004178 leucyl aminopeptidase activity	-1.256/-0.000	-0.000/-1.477	-0.544/-0.010
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_42	GO:0003916 DNA topoisomerase activity	-1.826/-0.000	-0.055/-0.425	-0.000/-0.511
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_43	GO:0006265 DNA topological change	-1.826/-0.000	-0.055/-0.425	-0.000/-0.511
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_44	GO:0006268 DNA unwinding during replication	-1.826/-0.000	-0.055/-0.425	-0.000/-0.511
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_45	GO:0006304 DNA modification	-1.709/-0.000	-0.079/-0.351	0.000/-0.585
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_46	GO:0005694 chromosome	-1.303/-0.002	-0.247/-0.144	-0.000/-0.951
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_47	GO:0008324 cation transporter activity	-1.303/-0.002	-0.247/-0.144	-0.000/-0.951
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_48	GO:0000902 cell morphogenesis	-0.000/-0.025	-0.000/-1.477	-1.622/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_49	GO:0004239 methionyl aminopeptidase activity	-0.000/-0.025	-0.000/-1.477	-1.622/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_50	GO:0004309 exopolyphosphatase activity	-0.000/-0.025	-0.000/-1.477	-1.622/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_51	GO:0004355 glutamate synthase (NADPH) activity	-0.000/-0.025	-0.000/-1.477	-1.622/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_52	GO:0004801 transaldolase activity	-0.000/-0.025	-0.000/-1.477	-1.622/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_53	GO:0004820 glycine-tRNA ligase activity	-0.000/-0.025	-0.000/-1.477	-1.622/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_54	GO:0005746 mitochondrial respiratory chain	-0.000/-0.025	-0.000/-1.477	-1.622/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_55	GO:0006177 GMP biosynthetic process	-0.000/-0.025	-0.000/-1.477	-1.622/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_56	GO:0006426 glycyl-tRNA aminoacylation	-0.000/-0.025	-0.000/-1.477	-1.622/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_57	GO:0006529 asparagine biosynthetic process	-0.000/-0.025	-0.000/-1.477	-1.622/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_58	GO:0006544 glycine metabolic process	-0.000/-0.025	-0.000/-1.477	-1.622/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_59	GO:0009408 response to heat	-0.000/-0.025	-0.000/-1.477	-1.622/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_60	GO:0016071 mRNA metabolic process	-0.000/-0.025	-0.000/-1.477	-1.622/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_61	GO:0017038 protein import	-0.000/-0.025	-0.000/-1.477	-1.622/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_62	GO:0046912 transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	-0.000/-0.025	-0.000/-1.477	-1.622/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_63	GO:0048038 quinone binding	0.000/-0.161	-0.002/-1.711	-2.064/-0.001
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_64	GO:0008168 methyltransferase activity	-0.000/-0.700	-1.810/-0.002	-0.008/-1.292
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_65	GO:0000027 ribosomal large subunit assembly and maintenance	-1.551/-0.000	0.000/-0.738	0.000/-0.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_66	GO:0003896 DNA primase activity	-1.551/-0.000	0.000/-0.738	0.000/-0.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_67	GO:0004654 polyribonucleotide nucleotidyltransferase activity	-1.551/-0.000	0.000/-0.738	0.000/-0.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_68	GO:0006644 phospholipid metabolic process	-1.551/-0.000	0.000/-0.738	0.000/-0.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_69	GO:0006828 manganese ion transport	-1.551/-0.000	0.000/-0.738	0.000/-0.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_70	GO:0008668 (2,3-dihydroxybenzoyl)adenylate synthase activity	-1.551/-0.000	0.000/-0.738	0.000/-0.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_71	GO:0008925 maltose O-acetyltransferase activity	-1.551/-0.000	0.000/-0.738	0.000/-0.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_72	GO:0008975 pitrilysin activity	-1.551/-0.000	0.000/-0.738	0.000/-0.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_73	GO:0009041 uridylate kinase activity	-1.551/-0.000	0.000/-0.738	0.000/-0.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_74	GO:0019132 C-terminal processing peptidase activity	-1.551/-0.000	0.000/-0.738	0.000/-0.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_75	GO:0019290 siderophore biosynthetic process	-1.551/-0.000	0.000/-0.738	0.000/-0.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_76	GO:0019853 L-ascorbic acid biosynthetic process	-1.551/-0.000	0.000/-0.738	0.000/-0.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_77	GO:0030420 establishment of competence for transformation	-1.551/-0.000	0.000/-0.738	0.000/-0.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_78	GO:0031554 regulation of transcription termination	-1.551/-0.000	0.000/-0.738	0.000/-0.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_79	GO:0050580 2,5-didehydrogluconate reductase activity	-1.551/-0.000	0.000/-0.738	0.000/-0.073
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_80	GO:0003899 DNA-directed RNA polymerase activity	-1.964/-0.000	-0.005/-1.104	-0.197/-0.116
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_81	GO:0003697 single-stranded DNA binding	0.000/-0.050	-0.000/-1.678	-1.885/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_82	GO:0015940 pantothenate biosynthetic process	0.000/-0.050	-0.000/-1.678	-1.885/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_83	GO:0042254 ribosome biogenesis and assembly	0.000/-0.050	-0.000/-1.678	-1.885/-0.000
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_84	GO:0009306 protein secretion	-0.361/-0.049	-1.019/-0.008	0.000/-1.465
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_85	GO:0009085 lysine biosynthetic process	0.000/-0.124	-0.002/-1.648	-1.954/-0.001
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_86	GO:0009279 cell outer membrane	0.000/-0.124	-0.002/-1.648	-1.954/-0.001
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_87	GO:0016798 hydrolase activity, acting on glycosyl bonds	-0.184/-0.142	-1.626/-0.002	-0.001/-1.823
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_88	GO:0008610 lipid biosynthetic process	-0.249/-0.094	-0.001/-2.007	-2.052/-0.001
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_89	GO:0006094 gluconeogenesis	0.000/-0.087	-0.001/-1.615	-1.873/-0.001
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_90	GO:0006098 pentose-phosphate shunt	0.000/-0.087	-0.001/-1.615	-1.873/-0.001
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_91	GO:0050136 NADH dehydrogenase (quinone) activity	0.000/-0.174	-0.003/-1.539	-1.881/-0.001
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_92	GO:0019538 protein metabolic process	-0.742/-0.007	-0.001/-1.615	-1.100/-0.006
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_93	GO:0004332 fructose-bisphosphate aldolase activity	-0.000/-0.062	-0.002/-1.343	-1.540/-0.001
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_94	GO:0016651 oxidoreductase activity, acting on NADH or NADPH	-0.605/-0.013	-0.002/-1.648	-1.261/-0.005
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_95	GO:0004872 receptor activity	-1.608/-0.001	-0.029/-0.663	-0.108/-0.234
ipageInput_fig3_markers_hipA7_vs_tet.txt_PO_go_P.05_PAGE_96	GO:0006402 mRNA catabolic process	-1.086/-0.001	-0.003/-1.056	-0.402/-0.029
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_0	GO:0003735 structural constituent of ribosome	-32.570/0.000	0.000/-17.519	-0.000/-3.302
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_1	GO:0005840 ribosome	-31.765/0.000	0.000/-17.089	-0.000/-3.219
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_2	GO:0030529 ribonucleoprotein complex	-31.048/0.000	0.000/-15.988	-0.000/-3.469
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_3	GO:0019843 rRNA binding	-26.578/0.000	0.000/-13.679	0.000/-3.583
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_4	GO:0006412 translation	-18.836/0.000	-0.000/-15.528	-0.411/-0.153
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_5	GO:0003723 RNA binding	-12.463/0.000	-0.000/-6.825	-0.043/-0.828
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_6	GO:0006826 iron ion transport	-9.653/-0.000	-0.000/-3.724	-0.000/-2.225
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_7	GO:0000049 tRNA binding	-6.197/-0.000	-0.000/-2.564	0.000/-1.446
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_8	GO:0008652 amino acid biosynthetic process	-0.000/-2.701	-0.004/-1.787	-5.797/-0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_9	GO:0019344 cysteine biosynthetic process	0.000/-0.783	-0.000/-3.701	-6.093/-0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_10	GO:0015934 large ribosomal subunit	-5.766/0.000	0.000/-3.202	0.000/-0.674
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_11	GO:0006811 ion transport	-5.640/-0.000	-0.003/-1.887	-0.007/-1.474
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_12	GO:0009239 enterobactin biosynthetic process	-4.940/0.000	0.000/-2.743	-0.000/-0.577
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_13	GO:0015891 siderophore transport	-4.940/0.000	0.000/-2.743	-0.000/-0.577
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_14	GO:0015935 small ribosomal subunit	-4.940/0.000	0.000/-2.743	-0.000/-0.577
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_15	GO:0006099 tricarboxylic acid cycle	-0.012/-0.876	-0.000/-2.831	-5.076/-0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_16	GO:0015343 siderophore-iron transporter activity	-4.114/0.000	0.000/-2.285	-0.000/-0.481
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_17	GO:0000103 sulfate assimilation	0.000/-0.356	0.000/-2.285	-3.517/-0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_18	GO:0008033 tRNA processing	-3.705/-0.000	-0.022/-1.013	-0.002/-1.638
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_19	GO:0005624 membrane fraction	-0.046/-0.720	-0.001/-2.418	-4.261/-0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_20	GO:0005975 carbohydrate metabolic process	-0.000/-3.681	-2.126/-0.002	-0.243/-0.272
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_21	GO:0004812 aminoacyl-tRNA ligase activity	-0.036/-0.649	-0.001/-2.309	-3.941/-0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_22	GO:0006097 glyoxylate cycle	-0.204/-0.111	0.000/-2.743	-2.817/-0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_23	GO:0006353 transcription termination	-3.394/-0.000	-0.001/-1.656	-0.000/-0.577
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_24	GO:0004872 receptor activity	-3.193/-0.000	-0.005/-1.276	0.000/-0.867
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_25	GO:0006096 glycolysis	-0.006/-1.103	-0.006/-1.436	-3.279/-0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_26	GO:0006006 glucose metabolic process	0.000/-0.712	-0.002/-1.591	-3.094/-0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_27	GO:0006418 tRNA aminoacylation for protein translation	-0.017/-0.766	-0.003/-1.721	-3.300/-0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_28	GO:0043213 bacteriocin transport	-2.907/-0.000	-0.000/-2.052	-0.103/-0.236
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_29	GO:0015078 hydrogen ion transporter activity	-2.570/-0.000	-0.022/-0.831	0.000/-1.060
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_30	GO:0009089 lysine biosynthetic process via diaminopimelate	0.000/-0.427	-0.001/-1.656	-2.817/-0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_31	GO:0008565 protein transporter activity	-0.450/-0.090	-1.190/-0.011	0.000/-2.512
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_32	GO:0009088 threonine biosynthetic process	-2.466/0.000	0.000/-1.370	0.000/-0.289
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_33	GO:0031564 transcription antitermination	-2.466/0.000	0.000/-1.370	0.000/-0.289
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_34	GO:0008272 sulfate transport	-0.461/-0.049	-0.000/-2.456	-2.001/-0.001
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_35	GO:0016151 nickel ion binding	0.000/-1.284	-2.343/-0.000	-0.008/-0.996
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_36	GO:0008270 zinc ion binding	-0.084/-0.596	-0.005/-1.738	-3.008/-0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_37	GO:0006221 pyrimidine nucleotide biosynthetic process	-2.243/-0.000	-0.024/-0.768	0.000/-0.867
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_38	GO:0006535 cysteine biosynthetic process from serine	0.000/-0.213	0.000/-1.370	-2.108/0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_39	GO:0006564 L-serine biosynthetic process	0.000/-0.213	0.000/-1.370	-2.108/0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_40	GO:0009317 acetyl-CoA carboxylase complex	0.000/-0.213	0.000/-1.370	-2.108/0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_41	GO:0009380 excinuclease ABC complex	0.000/-0.213	0.000/-1.370	-2.108/0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_42	GO:0009381 excinuclease ABC activity	0.000/-0.213	0.000/-1.370	-2.108/0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_43	GO:0015116 sulfate transporter activity	0.000/-0.213	0.000/-1.370	-2.108/0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_44	GO:0015420 cobalamin-transporting ATPase activity	0.000/-0.213	0.000/-1.370	-2.108/0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_45	GO:0016868 intramolecular transferase activity, phosphotransferases	0.000/-0.213	0.000/-1.370	-2.108/0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_46	GO:0019538 protein metabolic process	-0.166/-0.146	-0.000/-2.052	-2.350/-0.000
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_47	GO:0019861 flagellum	0.000/-0.783	-2.059/0.000	0.000/-1.060
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_48	GO:0030170 pyridoxal phosphate binding	-0.006/-1.366	-0.053/-0.740	-2.269/-0.001
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_49	GO:0009306 protein secretion	-0.405/-0.097	-1.035/-0.015	0.000/-2.027
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_50	GO:0003899 DNA-directed RNA polymerase activity	-2.224/-0.000	-0.010/-0.933	-0.000/-0.577
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_51	GO:0006400 tRNA modification	-2.224/-0.000	-0.010/-0.933	-0.000/-0.577
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_52	GO:0006979 response to oxidative stress	-0.318/-0.051	-0.000/-1.828	-1.576/-0.001
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_53	GO:0016469 proton-transporting two-sector ATPase complex	-1.792/-0.001	-0.069/-0.481	0.000/-1.060
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_54	GO:0009103 lipopolysaccharide biosynthetic process	-0.108/-0.452	-2.150/-0.001	-0.001/-2.196
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_55	GO:0042995 cell projection	-0.243/-0.208	-1.554/-0.004	-0.000/-2.225
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_56	GO:0006725 aromatic compound metabolic process	0.000/-0.712	-1.872/0.000	0.000/-0.963
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_57	GO:0005351 sugar porter activity	-0.002/-1.835	-2.262/-0.001	-0.044/-0.785
ipageInput_fig3_markers_metG_vs_tet.txt_PO_go_P.05_PAGE_58	GO:0005694 chromosome	-1.460/-0.003	-0.144/-0.303	0.000/-1.253
